split,loss,iou,dice,seconds,fps,n_samples
val,6751.541015625,0.8889701664447784,0.9409447759389877,0.82039192000002,4.875718424920497,4
test,7102.651041666667,0.8560163080692291,0.9214431345462799,0.7990847909998138,7.508589911331948,6
