split,loss,iou,dice,seconds,fps,n_samples
val,0.11928598880767823,0.8664577841758728,0.9271076798439026,1.8023427969999375,11.096668199462776,20
test,0.10647525570609352,0.8795354528860613,0.9352791742845015,2.0376172799999495,10.796924533345411,22
